,comment,like,time,title_list
0,"세바시 HR 특집 강연회3 참여신청  https://bit.ly/sebasiHR3[책이벤트] 박재연 소장의 세바시 강연 소감을 댓글로 남겨주시면, 10분을 추첨해  세바시 강연자가 직접 싸인한 책을 선물로 보내드립니다 (기간 : 11월 21일-27일 / 당첨발표 :11월 28일)오타수정) 0:12 희안하게 ► 희한하게 입니다!",19,3 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
134,댓글도 좋은 혼잣말입니다! ㅋㅋㅋㅋ,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
135,항상 좋은말을 알려주셔서 감사하고 포스트잇에 좋은말 적어서 보고 있어요,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
136,제가 더 감사합니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
137,최근 반년동안 최선을 다해 선택한 관계를 건강하게 유지하려고 노력했지만..또 다른곳에서 새로운 경험을 쌓기로 이직을 선택했습니다.시너지를 내는 방법을 생각해보고 또 고민했지만..리더는 그런 생각을 하지않고 누르기만 하더라구요..그렇지만 조금 더 빨리 이 강의를 들었다면 조금 나았을까요?,2,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
138,가치관을 생각하게 하는 혼자말 훈련은 어떻게 시작해야 할까요?,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
139,21:32 인간은 항상 노력해야해요. 노력하지 않아도 되는 사람은 없어요 혼자살거 아니면,1,1 day ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
140,음  실버강사 10년째  데이케어강의만 하다가요양야간요양사로  취직2일째입니다 ,3,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
141,나는 대한민국 억만장자다. 나는 재벌이다. 나는 이른 나이에 부를 일궜다. 나는 부자가 될 것이란 믿음을 늘 갖고 있었다. 나는 그 어떤 힘든 역경을 다 극복했다. 어차피 과정인 것을 잘 안다. 난 모든 게 어차피 넘칠 거란 걸 안다. 나는 뉴욕 월스트릿 맨해튼에 사무실을 두고 있다. 강남에 건물 두 채 보유 중이다. 나는 행복하다. 나는 다른 사람을 돕는다. 나는 늘 좋은사람과 어울렸다. 나는 성공했다.,1,21 hours ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
142,"저는 미국에서 천주교 수도원에 입회한 수사입니다. 40이 넘어서 수도원에 입회한지 2년이 좀 넘어 3년째 접어듭니다. 저희도 조직인지라, 1. 상사와의 관계 2. 동료와의 관계도 여전히 존재하고요,  3. 상대를 비꼬는 어법이 관계를 돈독하게 할 거라는 전제로 대화하는 수사 4. 커뮤니케이션을 대학, 대학원에서 전공했다고하는 수사들이 정작 제가 제일 상대하기 어렵고 가급적 피하고싶은 분들입니다.  이 같은 환경속에서 영어로 대화하며 살고, 인간의 '영적' 인 부분에 보다 많은 가치를 두며 삽니다. 오늘 강의는 토시히나 제 환경에서 적용안될 부분이 없네요. 제가 들은 최고의 강연중 하나였습니다.",1,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
143,기대됩니다박재연 소장님,3,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
144,"박재연 소장님, 썸네일 사진보고 놀랐어요더 젊고 이뻐지셨네요 이쁘게 잘 지내고 계신가봐요ㅎㅎ",5,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
145,재가 오늘 그런일이 있었어요 ㅎㅎ저의 잘못도있겠지만..책임감을 이야기했는데 재가 잘못이있는마냥 비춰졌는데 그냥 미안하다하고 마무리했습니다 퇴근하니 내가 말했던 이해시킬수있는말이 기억나더라구요 내일 출근해서 다시 해명안하려구요 어떻게 그걸 일일히 해명하겠어요에휴...^^화이팅!^^,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
146,기대됩니다 ,1,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
147,생산기 시절을 잘 보내지 못한 탓인지 침체의 시간을 보내고 있었어요.그래서인지 당연히 타인과의 관계뿐 아니라 가족과의 관계도 쉽지 않은 시간을 맞딱드립니다.그러먼서 뼈저리게 느끼는 것은 나만을 위해 살아온 나의 이기적이고 어리석음이었습니다.그런데 50년을 이렇게 ,4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
148,사춘기아들과 갱년기에미의 대화는 늘 대환장 파티로 끝난다는하나라도 정신줄 꽉 붙들고  얘기하자 혼잣말 수없이 되뇌이며 시작하지만 대화는 어느새 예상치못한 빡침과 함께 안드로메다로~ㅠ 참 어렵네요 이 영역은  적용예외 인 세계일까요?,0,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
149,"능력 부족한 직속상사의 대화법은 나이스한데  본인을 무시한다는 느낌을 자주 받아 자격지심 열등감으로 인해본인의 기분나쁨에 대한 피드백은 매우 빠른데, 업무적인 피드백이나 업무에 대한 질문, 본인이 챙겨야 할 것들에 대한 무지와 편안하고 큰소리 나지 않는 해결책만을 추구합니다. 이럴땐 어떻게 해야 할까요?불친절하고 취조하는듯한 말투나, 삐대는 말투, 내가 상산데? 가 깔려있는 말투 등은 저의 직속상사의 직속상사에게도, 그리고 대표님께도 지적을 받았을 정도이며, 저 뿐만 아니라 다른 여러 명이 느낀 내용입니다.심지어 한 사무실 안에서 근무하는 것도 아닌데도 스트레스를 여러명이 받을 정도였죠",1,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
150,읽어보고싶어요,0,3 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
151,박재연 소장님 너무 이쁘셔요~,4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
152,"지금까지.. 스스로 눌변이라는 생각을 많이 하고 살았습니다. 그런데, 오늘 강연을 보니 이런 내용이 눈에 보입니다. ""비난 대신 원하는 바를 명확히 말 할 줄 알아야 한다...""   그렇네요.. 지금 생각해보면  전 언제나 회의나, 가정에서 비난썩인 말을 자주했지 내가 원하는 바를 명확히 상대방에게 이야기 않았던것 같습니다.그냥 비난으로 이야기하면 다 이해했을 거라고 생각했으며, 그 비난이 상대방에게 어떤 감정으로 받아들여질지는 생각을 못했네요....비난이 아닌 명확히 원하는 바를 보여주고, 건강한 대화를 위해 혼잣말 훈련도 잘해야 겠습니다.",2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
153,벽보고 얘기하는 습관을 가져야겠습니다,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
154,"책은 안주셔도 좋습니다. 최근 2~3년, 혼잣말을 열심히 하는데... ",2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
155,너무 잘 들었더니상사의 욕구가 유아기때 욕구랑 같은 걸 알았네요.잘 듣지 말 걸 그랬어요. 알게 되니 더 역겨워졌어요.상사에까지 우쭈쭈 해줄 수는 없잖아요.,3,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
156,"송혜교 닮으셨어요^^어떻게 예쁘고, 능력까지 있으시죠?같은 40인데 부럽습니다~~",4,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
157,이 댓글을 박재연 소장님께 꼭 전해드리겠습니다!!!,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
158,아니에요.. 혼자 있을때 혼잣말을 하면 안 되요!,0,12 hours ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
159,"우리가 가장 많이 들은 속담이자 가장 흔하게 말햇던.. ""말 한마디로 천냥 빚도 갚는다"" 가 가장 먼저 떠올랐습니다. 아 다르고 어 다르다는 표현의 한마디가 바로 같이 생각나는요즘은 말하는게 무섭기도 하네요.. 말보다 메일과 메신저 등 문자위주의 대화에 점점 익숙해져 가며 말의 중요성에 대하여 더욱 생각하게 됩니다. 웃는 얼굴에 침 못 뱉는다는 말 처럼.. ",1,3 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
160,왜곡된 혼잣말을 건강한 혼잣말고 바꿀거야그렇게 표현하는 나 꽤 괜찮은 사람처럼 보여 상대방을 비난 공격 하지않아도 ,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
161,,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
162,박재연소장님 책 저 꼭 받고 싶어요저한테 꼭 필요합니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
163,저는 살아 있다는것이 기적입니다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
164,서점에 책이 없어요,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
165,,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
166,희한하게 입니다.,1,19 hours ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
167,네 맞아요 ㅜㅠ 오타를 냈습니다 ㅜㅠ 알려주셔서 감사해요,0,18 hours ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
168,0:12 희안하게 -> 희한하게 입니다!  너무 좋은 영상에 오타가 있어 제보드립니다,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
169,지적 감사합니다. 네 맞습니다 10번 넘게 봤는데도 너무 속상하게 최초공개 하면서 딱 그게 눈에 띄었지 뭡니까 ㅜㅠㅠㅠ,1,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
170, @sebasi15  ㅎㅎ귀여우세요. 항상 좋은 영상 감사합니다!,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
171,"사투리를 빙자해서 가요 거리며 괴롭히던 사람한테 한 1년 넘게 괴롭힘을 당했고, 그 지인분들이 그걸 따라하며 괴롭히다 최근에는 제 업무를 다시 찾고, 지역에서 사람들을 사귀어서 잘지내고 있으나, 워낙 갑중에 갑인 인맥에 20년씩 가까이 다닌 공무직들께서 저쪽 편을 들고 있어서 말로 괴롭힘이 얼마나 큰지 말이 얼마나 사람을 피말리는지 알고 있습니다.그와중에 일년에 한두번도 사람에 대해 보이든 안보이든 욕을 하지 않던제가 그사람에 대해서는 바둑이아가 소리를 입에 달고 있었습니다. 3년이니까요 괴롭힘이.. 그리고 이 사람지인이 각 층층이 6급들이었고, 청소하는 아줌마 단순공무직까지 자신의 편으로 만드는 갑지인이 있어서 아마도 여직원 하나 보내버리자 였던 거라서 이걸 참으면서 저의 일을 고수하고 있네요",4,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
172,좋은 말만 하기에도 정말 시간은 짧아요~,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
173," @sebasi15   예전에는 죽음에 대해서 막연하게 생각했는데 부쩍 100세까지 살수도 있겠다는 생각을 요즈음 하면서 살아온것 만큼 살수도 있겠구나~! 라고 생각해보니 좋은말만하기에도 짧다는 것도 맞고, 그 남은 좋은 시간을 좋은말로 채워야 겠다 생각해봅니다. 길고 좋은 시간~!!",2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
174,10분 쉬자고 해도 직원들은 ‘뭐야! 왜저래! 짜증나!’ 이랬을 것 같은데.,0,53 minutes ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
175,그랬으면 좋겠다,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
176,에스컬레이터가 원래 한 두 사람만 다니지 않나요?,1,21 hours ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
177,기분상 혼잣말 너무 자연적으로 하는 듯 합니다,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
178,회의가 회의했네요,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
179,이준석 국힘 전 대표와 윤석열 대통령과의 관계 컨설팅 해 보시면어떨지요   어떤 치유가 필요할까요?,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
180,10:48 저는 이게중요합니다. 당신은 이게 중요합니까? 우리 그럼 어떻게 해볼까요?,0,2 days ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
181,우리나라 사람들은 남이 자기 집에서 혼잣말하고 있어도 이상한짓 하지말라고 ㅈㄹ하는 종족입니다,0,7 hours ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
182,16:45,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
183,혼잣말주저리주저리 조현병아닌가요???ㅋㅋㅋㅋ,1,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
184,기강이 무너질듯,0,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
185,음.... 비속어가 난무하는 이 연설이 다소 불편합니다.  현실성을 반영하기 위해 일상생활에서 쓰는 말들을 그댜로 재현하셨겠지만... 다소 불편하네요!,2,2 days ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
186,동감합니다.,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
187,얼굴이 많이 상하심. 가르마 탈모도 생기고. 본인 케어가 필요해보이는 느낌,0,1 day ago (edited),[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
188,하..  인간적으로 광고 너무쳐박아서 짜증나네,0,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
189,답답하다 답답해 본질이 뭔줄 아냐?돈이다 그냥 이새키들아돈 만있으면 마음에 여유도 생기고 너그러움이 생긴다 주구절절 그냥 복잡할거없이 돈 만 많으면 하기싫은 인간관계 할필요없다 제발 그냥 본질적인 돈이나 많이 벌어라,1,1 day ago,[책이벤트] ‘나’와 ‘너’의 균형을 만드는 대화법 | 박재연 리플러스 인간연구소 소장 | #직장인 #대화 #연습 | 세바시 1730회
